0.000000,0.000000
0.000000,0.000000
0.000000,-0.330694
-0.992082,-0.992082
-1.653470,-1.322776
-1.322776,-1.653470
-1.653470,-2.314858
-0.992082,-2.314858
-0.992082,-2.645552
-1.322776,-2.314858
-1.984164,-1.322776
-1.653470,-0.992082
-1.984164,-0.330694
-1.984164,-0.661388
-2.645552,-1.984164
-2.976246,-3.306940
-2.976246,-3.968328
-3.306940,-3.968328
-3.968328,-3.968328
-4.299022,-3.968328
-4.299022,-3.968328
-4.299022,-3.968328
-4.299022,-4.629715
-5.291103,-5.952491
-5.621797,-5.621797
-5.291103,-5.291103
-5.621797,-4.629715
-5.952491,-5.291103
-6.283185,-6.283185
-6.613879,-5.952491
-6.944573,-6.944573
-6.613879,-7.275267
-6.944573,-6.944573
-6.944573,-6.283185
-7.275267,-6.283185
-7.275267,-5.952491
-7.936655,-6.613879
-7.605961,-6.944573
-7.936655,-6.944573
-7.275267,-7.275267
-7.275267,-5.952491
-7.275267,-7.275267
-7.275267,-7.275267
-7.605961,-7.275267
-7.605961,-7.275267
-7.275267,-7.275267
-7.605961,-6.944573
-7.275267,-6.613879
-7.605961,-6.944573
-7.605961,-6.944573
-7.605961,-7.275267
-7.275267,-7.275267
-6.944573,-6.613879
-6.613879,-6.283185
-6.613879,-5.952491
-6.283185,-6.283185
-5.952491,-6.283185
-5.621797,-6.613879
-5.621797,-6.283185
-5.952491,-6.283185
-6.283185,-5.952491
-6.283185,-5.621797
-6.283185,-5.621797
-5.952491,-5.621797
-5.952491,-5.291103
-5.952491,-5.621797
-4.960409,-5.952491
-4.960409,-5.291103
-4.629715,-4.960409
-5.291103,-4.629715
-4.629715,-4.629715
-4.960409,-4.629715
-4.299022,-4.629715
-4.629715,-4.299022
-4.299022,-4.960409
-4.629715,-4.629715
-3.637634,-4.299022
-4.299022,-3.968328
-3.968328,-3.968328
-3.637634,-3.637634
-3.968328,-3.637634
-3.637634,-3.968328
-3.968328,-4.299022
-3.637634,-3.968328
-3.637634,-3.968328
-3.637634,-3.968328
-3.306940,-3.968328
-3.637634,-3.968328
-2.976246,-2.645552
-1.653470,-1.653470
1.984164,0.330694
0.992082,0.992082
2.314858,1.653470
3.306940,2.645552
3.637634,2.976246
2.645552,3.306940
1.984164,3.968328
1.984164,3.637634
3.306940,4.299022
4.299022,3.968328
4.629715,3.637634
4.299022,3.306940
3.968328,2.976246
4.299022,3.637634
4.629715,4.299022
5.952491,5.621797
6.283185,6.283185
6.944573,6.944573
6.613879,6.283185
7.275267,6.283185
8.598043,7.275267
9.259431,7.275267
9.259431,7.936655
8.928737,8.928737
8.267349,8.267349
9.259431,9.590125
10.251513,8.928737
9.920819,7.605961
10.251513,8.928737
10.912901,9.920819
10.912901,11.574289
11.243595,10.582207
11.574289,9.920819
11.904983,10.582207
11.904983,11.243595
11.904983,11.904983
12.235677,11.243595
12.566371,10.912901
12.566371,11.574289
12.566371,12.566371
12.897065,11.243595
13.558453,11.243595
13.227759,12.897065
12.897065,12.897065
13.558453,12.235677
13.227759,12.897065
13.227759,13.558453
13.889146,12.897065
12.897065,12.566371
13.889146,13.227759
13.889146,13.227759
13.889146,12.897065
13.889146,13.227759
14.219840,13.227759
13.889146,12.235677
10.582207,11.904983
8.598043,11.574289
7.936655,11.243595
7.936655,10.912901
7.605961,10.251513
7.275267,9.590125
6.283185,9.920819
4.960409,9.590125
4.299022,9.259431
3.637634,9.590125
2.976246,9.590125
1.984164,9.259431
1.653470,8.598043
0.330694,7.605961
0.000000,7.605961
-0.992082,7.275267
-1.653470,6.613879
-2.645552,5.952491
-3.306940,5.621797
-3.637634,4.629715
-4.629715,4.629715
-4.960409,4.629715
-5.291103,4.629715
-5.952491,4.299022
-6.944573,3.637634
-7.605961,3.306940
-8.267349,2.645552
-8.928737,1.984164
-8.598043,1.984164
-9.259431,1.653470
-10.251513,1.653470
-10.912901,1.984164
-10.912901,1.653470
-10.582207,1.984164
-11.243595,2.314858
-11.904983,2.645552
-12.566371,2.314858
-11.904983,2.314858
-12.235677,1.984164
-12.566371,1.984164
-12.566371,1.653470
-12.566371,1.984164
-11.904983,1.984164
-12.235677,2.645552
-11.574289,2.314858
-11.574289,1.984164
-10.912901,1.322776
-10.912901,1.653470
-10.251513,1.653470
-10.251513,1.984164
-10.251513,1.984164
-10.251513,1.984164
-9.590125,2.645552
-9.259431,2.645552
-8.928737,2.976246
-8.928737,2.976246
-7.936655,3.306940
-7.936655,3.306940
-7.275267,3.637634
-6.944573,3.637634
-6.613879,3.968328
-5.952491,4.629715
-5.952491,3.968328
-4.960409,3.306940
-4.960409,3.637634
-4.299022,3.968328
-3.968328,4.960409
-3.968328,5.291103
-3.968328,5.952491
-3.306940,5.621797
-3.306940,6.283185
-2.645552,5.952491
-3.306940,4.629715
-2.645552,4.629715
-2.645552,5.621797
-2.314858,6.283185
-1.984164,6.944573
-1.984164,7.275267
-1.653470,7.275267
-1.984164,6.283185
-1.984164,5.621797
-2.314858,5.621797
-2.645552,6.613879
-2.645552,6.944573
-2.976246,7.605961
-2.976246,7.605961
-2.314858,6.613879
-1.984164,5.952491
-2.314858,5.952491
-2.314858,6.613879
-2.314858,7.275267
-2.314858,7.275267
-2.645552,7.275267
-2.976246,6.613879
-3.306940,6.283185
-3.306940,6.613879
-3.306940,6.944573
-3.968328,6.944573
-3.968328,7.275267
-3.637634,7.275267
-3.968328,6.613879
-4.299022,5.952491
-4.299022,5.952491
-4.960409,6.283185
-4.960409,5.952491
-4.960409,6.613879
-4.960409,6.613879
-5.291103,5.952491
-5.291103,5.952491
-4.960409,5.621797
-5.291103,5.291103
-5.621797,5.291103
-5.621797,5.621797
-6.283185,5.621797
-6.283185,5.621797
-6.283185,5.621797
-5.952491,5.291103
-5.952491,5.621797
-6.613879,5.291103
-6.613879,5.621797
-6.613879,5.291103
-6.613879,5.291103
-6.613879,5.291103
-6.613879,4.299022
-6.283185,3.968328
-6.613879,4.299022
-6.613879,3.637634
-6.613879,1.322776
-6.283185,0.661388
-6.283185,0.000000
-5.952491,0.330694
-5.952491,0.330694
-6.283185,0.000000
-6.283185,0.000000
-6.283185,0.000000
-5.952491,-0.661388
-5.952491,-1.322776
-4.299022,-1.322776
-4.629715,-1.653470
-4.629715,-2.645552
-4.629715,-3.306940
-4.960409,-3.306940
-5.291103,-3.306940
-5.621797,-3.637634
-5.621797,-3.968328
-4.960409,-4.629715
-4.299022,-4.629715
-4.629715,-5.291103
